DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
16-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.81,108.3,181.51,,48.63,%,43.29,58.17,14.62,338.88,50946.9,291.36,,production,OP
17-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.62,108.3,181.71,,48.64,%,42.91,58.46,14.32,344.5,51928.13,297.38,,production,OP
18-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.55,108.29,181.97,,48.64,%,42.58,58.86,14.01,333.55,49757.91,304.7,,production,OP
19-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.56,108.28,182.3,,48.6,%,42.26,59.27,13.69,329.6,49601.74,302.29,,production,OP
20-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.86,108.33,179.49,,49.15,%,42.38,60.53,13.81,358.2,53618.2,320.36,,production,OP
21-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.55,108.39,177.67,,49.4,%,41.89,61.65,13.34,377.72,56786.58,332.75,,production,OP
22-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.89,108.36,178.45,,49.3,%,41.44,61.08,12.88,356.65,53587.32,331.96,,production,OP
23-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.72,108.35,178.64,,49.19,%,41.07,58.68,12.5,354.31,53315.98,327.97,,production,OP
24-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.83,108.35,179.38,,49.16,%,40.46,58.96,11.88,338.53,51384.99,318.34,,production,OP
25-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.01,108.34,180.0,,49.13,%,40.01,55.7,11.42,324.9,49352.26,323.5,,production,OP
26-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.97,108.33,180.19,,49.14,%,39.77,54.61,11.19,324.95,49388.31,321.98,,production,OP
27-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.9,108.33,180.23,,49.13,%,39.67,53.28,11.09,322.07,49245.8,322.83,,production,OP
28-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,23.09,220.04,108.32,180.67,,49.01,%,39.37,53.81,10.85,308.31,47050.78,307.78,,production,OP
29-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,243.07,105.06,238.82,,6.59,%,4.26,28.17,0.28,0.0,0.0,0.0,,production,OP
30-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,8.17,241.92,105.53,199.36,,14.41,%,42.56,27.73,22.4,0.0,0.0,0.0,,production,OP
01-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.03,107.48,217.96,,53.67,%,8.08,52.41,2.64,55.2,8962.05,142.03,,production,OP
02-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,211.87,108.5,180.98,,58.43,%,30.89,58.72,4.51,199.07,31730.64,308.22,,production,OP
03-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.13,108.4,186.14,,51.87,%,35.0,51.46,5.62,275.22,43000.78,454.65,,production,OP
04-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.88,108.43,183.17,,50.9,%,36.71,57.58,8.1,287.64,44101.37,459.8,,production,OP
05-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.47,108.44,181.85,,50.55,%,37.62,57.28,8.98,323.18,49500.61,352.61,,production,OP
06-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.9,108.4,183.04,,50.21,%,37.86,57.76,9.25,315.32,48232.88,344.36,,production,OP
07-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.65,108.4,182.44,,50.43,%,38.22,55.12,9.6,322.31,48180.54,335.27,,production,OP
08-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.67,108.4,182.39,,50.49,%,38.28,53.3,9.67,320.34,49975.21,345.3,,production,OP
09-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.47,108.4,182.14,,50.45,%,38.33,53.2,9.7,325.92,50479.21,343.83,,production,OP
10-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.18,108.39,181.8,,50.41,%,38.38,53.77,9.77,329.2,50894.03,327.28,,production,OP
11-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.16,108.39,181.93,,50.4,%,38.22,52.71,9.62,325.01,50157.65,326.37,,production,OP
12-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.15,108.38,182.07,,50.38,%,38.08,56.23,9.48,323.37,49865.05,325.88,,production,OP
13-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.33,108.37,182.51,,50.36,%,37.81,60.76,9.21,320.68,49604.0,335.92,,production,OP
14-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.44,108.37,182.79,,50.36,%,37.65,60.45,9.05,320.41,49571.91,337.83,,production,OP
15-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.22,108.37,182.55,,50.47,%,37.67,60.62,9.06,322.67,49750.14,335.65,,production,OP
16-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.01,108.37,182.43,,50.56,%,37.58,59.25,8.98,322.4,49652.61,331.77,,production,OP
17-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.21,108.36,182.85,,50.56,%,37.36,59.52,8.76,321.25,49635.23,330.51,,production,OP
18-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.23,108.36,182.91,,50.48,%,37.32,54.29,8.7,321.22,49749.37,328.68,,production,OP
19-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.22,108.36,183.09,,50.52,%,37.13,50.17,8.51,323.37,50070.67,328.82,,production,OP
20-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.72,108.35,184.36,,50.86,%,36.36,56.09,7.73,326.54,50700.18,334.76,,production,OP
21-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.41,108.35,183.59,,50.91,%,36.82,55.69,8.18,316.21,48561.88,329.9,,production,OP
22-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.62,108.34,183.94,,50.85,%,36.68,55.69,8.06,314.23,48495.35,335.34,,production,OP
23-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.62,108.34,183.89,,50.82,%,36.73,49.99,8.11,313.92,48623.42,329.6,,production,OP
24-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.74,108.34,184.09,,50.77,%,36.65,50.37,8.03,314.24,48608.64,332.0,,production,OP
25-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.86,108.34,184.27,,50.78,%,36.59,48.38,7.96,317.47,49209.26,333.76,,production,OP
26-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,25.0,220.96,108.34,184.4,,50.8,%,36.55,47.29,7.92,333.14,51384.55,336.05,,production,OP
27-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.96,108.36,182.97,,50.78,%,37.0,53.3,8.44,318.2,49190.87,332.65,,production,OP
28-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.96,108.36,183.3,,50.5,%,36.67,53.39,8.21,315.14,48598.96,325.35,,production,OP
29-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.72,108.35,184.64,,50.5,%,36.08,59.32,7.61,304.36,46729.01,320.2,,production,OP
30-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.12,108.33,185.25,,51.04,%,35.87,57.8,7.25,318.25,48777.45,330.73,,production,OP
31-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.49,108.37,182.65,,51.31,%,36.84,58.46,8.23,322.58,50070.47,329.75,,production,OP
01-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.78,108.36,183.33,,50.92,%,36.46,51.98,7.83,316.54,49047.96,323.66,,production,OP
02-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.07,108.35,183.84,,50.91,%,36.23,50.97,7.59,321.29,49771.51,329.74,,production,OP
03-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.34,108.34,184.32,,50.93,%,36.03,54.66,7.38,295.17,45685.5,328.45,,production,OP
04-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.49,108.34,184.59,,50.89,%,35.89,58.74,7.24,290.68,45093.92,304.68,,production,OP
05-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.79,108.3,186.69,,51.13,%,35.1,58.08,6.45,288.26,44831.92,306.52,,production,OP
06-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.69,108.29,186.54,,51.64,%,35.14,54.92,6.49,292.13,45409.59,310.29,,production,OP
07-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.01,108.36,183.53,,50.84,%,36.48,56.36,7.92,293.13,45241.11,303.39,,production,OP
08-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.99,108.36,183.72,,50.81,%,36.28,53.55,7.82,292.29,45656.62,321.66,,production,OP
09-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.48,108.34,184.67,,50.8,%,35.81,53.34,7.39,289.93,45638.78,325.6,,production,OP
10-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.47,108.29,188.08,,51.7,%,34.39,54.09,5.84,283.28,46087.72,324.04,,production,OP
11-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.98,108.35,183.49,,51.7,%,36.49,60.34,8.04,294.55,46628.59,331.5,,production,OP
12-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.18,108.38,182.74,,51.64,%,36.44,59.23,8.0,295.28,46218.27,317.91,,production,OP
13-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.28,108.35,184.88,,51.61,%,35.39,58.76,6.95,290.93,45666.25,311.88,,production,OP
14-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.88,108.33,185.65,,51.58,%,35.23,58.25,6.79,290.46,45494.2,311.76,,production,OP
15-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.07,108.35,184.41,,51.6,%,35.66,58.0,7.22,293.48,45840.45,310.73,,production,OP
16-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.14,108.32,186.35,,52.04,%,34.78,56.5,6.35,292.77,45756.05,319.06,,production,OP
17-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.15,108.28,188.3,,52.62,%,33.84,56.0,5.41,293.11,45039.02,330.08,,production,OP
18-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.41,108.35,184.33,,50.95,%,36.08,59.36,7.66,289.07,44152.35,313.15,,production,OP
19-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.5,108.31,186.18,,50.93,%,35.32,58.97,6.9,281.74,43106.73,305.81,,production,OP
20-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.0,108.34,183.56,,50.94,%,36.44,60.77,8.02,285.32,43755.31,302.5,,production,OP
21-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.1,108.33,184.11,,50.93,%,35.99,59.96,7.57,283.6,43675.5,300.66,,production,OP
22-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.92,108.33,183.98,,50.93,%,35.93,57.61,7.51,283.17,43476.89,300.48,,production,OP
23-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.06,108.19,186.41,,50.85,%,34.65,56.58,6.22,272.89,42663.27,299.46,,production,OP
24-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,15.78,229.95,107.68,201.57,,26.53,%,28.38,45.77,9.3,0.0,0.0,0.0,,production,OP
25-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,244.41,104.08,195.3,,0.0,%,49.11,13.76,48.36,0.0,0.0,0.0,,production,OP
26-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,246.39,102.49,177.74,,0.26,%,68.66,11.03,68.11,0.0,0.0,0.0,,production,OP
27-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,252.37,102.35,245.19,,7.33,%,7.18,9.22,6.76,0.0,0.0,0.0,,production,OP
28-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,264.58,102.35,218.7,,0.05,%,45.88,9.08,45.83,0.0,0.0,0.0,,production,OP
29-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,268.79,102.09,187.63,,0.05,%,81.15,7.86,81.1,0.0,0.0,0.0,,production,OP
30-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,12.0,247.36,105.83,208.74,,35.12,%,38.62,34.17,32.54,1.26,250.79,1.23,,production,OP
01-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,13.5,255.41,105.65,248.87,,56.64,%,6.54,20.87,2.26,120.29,25857.08,183.44,,production,OP
02-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,261.05,102.63,223.61,,0.28,%,37.45,8.79,34.71,0.0,0.0,0.0,,production,OP
03-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,262.68,101.83,212.27,,0.26,%,50.41,9.59,47.76,0.0,0.0,0.0,,production,OP
04-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,264.25,102.95,200.72,,9.27,%,63.53,17.12,56.03,0.0,0.0,0.0,,production,OP
05-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,14.0,257.45,107.89,183.66,,27.03,%,73.79,58.5,44.43,0.0,0.0,0.0,,production,OP
06-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,270.0,103.16,262.23,,0.02,%,7.77,11.21,1.95,0.0,0.0,0.0,,production,OP
07-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,275.95,102.41,275.88,,0.02,%,0.07,8.85,5.51,0.0,0.0,0.0,,production,OP
08-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,278.69,102.05,278.53,,0.02,%,0.16,8.05,9.79,0.0,0.0,0.0,,production,OP
09-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,281.01,101.82,280.75,,0.01,%,0.26,7.79,17.72,0.0,0.0,0.0,,production,OP
10-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,283.1,101.66,282.64,,0.01,%,0.46,7.02,17.38,0.0,0.0,0.0,,production,OP
11-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,285.06,101.52,284.54,,0.02,%,0.52,5.45,17.15,0.0,0.0,0.0,,production,OP
12-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,286.9,101.41,286.33,,0.02,%,0.57,5.86,17.04,0.0,0.0,0.0,,production,OP
13-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,288.62,101.31,288.01,,0.03,%,0.61,6.84,16.89,0.0,0.0,0.0,,production,OP
14-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,290.25,101.22,289.53,,0.02,%,0.72,8.21,16.89,0.0,0.0,0.0,,production,OP
15-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,291.85,101.15,291.17,,0.04,%,0.68,6.96,16.94,0.0,0.0,0.0,,production,OP
16-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,293.31,101.07,292.65,,0.0,%,0.66,6.83,17.05,0.0,0.0,0.0,,production,OP
17-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,294.71,101.01,294.02,,0.0,%,0.69,7.84,17.29,0.0,0.0,0.0,,production,OP
18-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,296.07,100.95,295.35,,0.0,%,0.72,8.9,17.2,0.0,0.0,0.0,,production,OP
19-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,297.34,100.89,296.6,,0.0,%,0.74,6.99,16.96,0.0,0.0,0.0,,production,OP
20-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,298.52,100.84,297.8,,0.0,%,0.72,7.24,16.9,0.0,0.0,0.0,,production,OP
21-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,299.67,100.79,298.92,,0.0,%,0.75,8.5,17.01,0.0,0.0,0.0,,production,OP
22-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,300.79,100.74,300.05,,0.0,%,0.74,9.14,17.08,0.0,0.0,0.0,,production,OP
23-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,301.9,100.69,301.16,,0.0,%,0.74,8.33,16.99,0.0,0.0,0.0,,production,OP
24-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,302.91,100.65,302.17,,0.0,%,0.74,7.57,16.95,0.0,0.0,0.0,,production,OP
25-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,303.89,100.61,303.16,,0.0,%,0.73,7.85,16.9,0.0,0.0,0.0,,production,OP
26-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,304.88,100.57,304.14,,0.0,%,0.74,6.95,16.93,0.0,0.0,0.0,,production,OP
27-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,305.81,100.54,305.08,,0.03,%,0.73,6.3,16.83,0.0,0.0,0.0,,production,OP
28-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,306.7,100.5,305.98,,0.02,%,0.72,7.0,16.88,0.0,0.0,0.0,,production,OP
29-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,307.49,100.46,293.58,,0.0,%,13.91,8.03,3.86,0.0,0.0,0.0,,production,OP
30-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,308.2,100.43,175.77,,0.0,%,132.44,8.12,114.57,0.0,0.0,0.0,,production,OP
31-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,309.33,100.4,175.74,,0.0,%,133.59,8.93,115.64,0.0,0.0,0.0,,production,OP
01-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,9.5,298.44,105.3,192.41,,44.0,%,106.03,21.34,77.95,94.01,16782.38,65.19,,production,OP
02-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,292.15,107.43,191.89,,45.95,%,100.26,45.62,71.46,790.87,118908.67,299.67,,production,OP
03-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,279.99,107.9,184.55,,47.8,%,95.44,60.85,66.34,916.81,148644.1,345.31,,production,OP
04-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,271.3,107.91,184.71,,47.71,%,86.59,57.44,57.67,788.73,115569.52,400.83,,production,OP
05-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,265.07,107.94,183.38,,47.87,%,81.69,56.25,52.7,790.15,115433.13,405.58,,production,OP
06-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.83,107.95,182.74,,47.97,%,76.08,59.49,47.36,783.85,113935.04,411.88,,production,OP
07-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.71,107.88,183.96,,47.38,%,70.75,53.0,42.01,574.29,84034.22,461.44,,production,OP
08-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,251.04,107.88,182.46,,48.11,%,68.58,54.21,39.64,626.39,90849.23,512.88,,production,OP
09-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,17.67,247.72,107.56,188.74,,36.35,%,58.99,48.26,31.62,355.75,51609.08,282.81,,production,OP
10-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,20.67,244.41,107.64,179.18,,40.79,%,65.23,54.09,38.02,422.91,61324.12,311.75,,production,OP
11-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.65,107.79,183.95,,47.87,%,59.7,54.04,30.23,486.97,70280.92,366.9,,production,OP
12-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,239.91,107.88,177.74,,49.04,%,62.17,53.4,32.88,597.29,86569.34,418.66,,production,OP
13-Jan-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.21,107.91,174.7,,50.16,%,59.51,56.32,30.12,610.33,88850.28,425.68,,production,OP
